,PC1,PC2,PC3,vaccine,words,tsne1,tsne2,tsne3,cluster,aa
6676,-0.174627326,0.195429508,-0.201174222,No,kim,9.842114,6.4653835,-21.040977,0,2
7226,-0.174575389,0.431591029,0.535093913,No,maldives,18.654179,-10.8998165,-13.636048,2,2
4526,-0.174553615,-0.165576182,0.093725475,No,familymeeting,-14.26143,-17.241179,-4.647068,0,2
1287,-0.174474442,-0.063978972,-0.176121264,No,arrogance,-17.551418,-9.480556,-1.2060423,0,2
1897,-0.174398992,-0.093334706,0.056659258,No,borisjohnsons,-1.4662453,-17.948399,-2.9422994,0,2
3791,-0.174369645,-0.277397547,-0.135828467,No,doubting,-4.588821,-20.245584,11.130424,4,2
4431,-0.174260838,-0.272095355,-0.191119634,No,exposing,-22.04337,-15.1752405,6.4447317,4,2
4178,-0.174242675,0.265560725,-0.338182822,No,ensuring,-4.622095,18.530437,-19.95889,0,2
2895,-0.174207269,0.135471319,-0.183041362,No,consultation,-5.9938617,4.76211,-12.426253,0,2
5020,-0.174155417,-0.335146793,0.014152079,No,gay,-6.533127,-19.470142,9.920093,4,2
8515,-0.174112634,0.206994936,-0.117084642,No,oversight,-3.7654052,4.074728,-18.203747,0,2
3860,-0.17406235,0.255211465,-0.069424448,No,drjrmarcelin,26.47631,4.580563,-12.497514,0,2
1180,-0.173981891,-0.213789411,-0.136742091,No,apoorva_nyc,-11.932019,3.5630789,3.1931098,0,2
4382,-0.173971107,-0.010995965,0.901156106,No,expected,7.6460824,-19.369257,-19.624794,2,2
10170,-0.173933132,0.149207802,0.238987188,No,roundup,12.306929,-7.3292813,-3.2070446,2,2
8801,-0.173844388,-0.271686203,0.056856778,No,pfi,-11.552393,-16.98244,3.8019657,4,2
5780,-0.173841053,0.078165368,0.133645079,No,htbx,4.1770415,-0.475654,-8.405072,0,2
2878,-0.173838254,-0.150077311,-0.134415442,No,consistency,-15.189853,5.7108183,-5.6574116,0,2
2832,-0.173805256,0.111069101,0.010430705,No,conf,3.1230812,-0.5738577,-6.285104,0,2
11558,-0.1737908,-0.111873362,0.188148038,No,tb,2.7534246,-12.949662,7.166858,2,2
4487,-0.173774872,0.241645586,-0.034527281,No,fadenethx,10.174981,3.0599642,-11.688955,0,2
8481,-0.17372493,-0.082072278,-0.21844636,No,outlets,-22.627302,3.152675,-19.431585,0,2
941,-0.17369246,0.183982971,-0.149302777,No,alexander,8.039949,7.042595,-18.71348,0,2
5530,-0.173670005,-0.016640804,0.047445484,No,healthza,0.32957512,-7.072547,-6.7467065,0,2
9152,-0.173658087,-0.196119646,-0.031728356,No,premiers,-20.27133,-11.802221,-3.3809211,0,2
4112,-0.173650505,0.246973873,-0.282324672,No,employment,0.10891839,15.277122,-13.843507,0,2
2047,-0.17363549,-0.46689719,0.024320564,No,btw,-18.488531,-15.971943,1.1089461,4,2
10458,-0.173634687,-0.423224647,0.243350685,No,secondwave,-12.034578,-25.153625,2.2039456,4,2
9149,-0.173612974,-0.050374574,0.319050383,No,premarket,6.398105,-17.829765,-0.57754564,2,2
8062,-0.173598248,-0.03545634,0.167871757,No,newzealand,0.56687397,-12.437211,-12.623939,2,2
3262,-0.173561812,-0.106142879,0.386226957,No,database,8.049452,-21.978584,11.11251,2,2
3751,-0.173550081,-0.333824449,0.026531918,No,donald,-31.929943,-3.1176562,-0.9950036,4,2
2165,-0.173517904,-0.385385835,0.190420025,No,canadians,-0.76688385,-15.484212,-25.469011,4,2
13055,-0.173492892,0.061282296,-0.145533528,No,youth,1.3535547,5.7920394,-11.292558,0,2
10143,-0.173473473,-0.069705443,0.273119281,No,romania,4.852665,-16.95107,-13.750115,2,2
10175,-0.173445959,-0.166259871,0.480698078,No,row,12.472293,-19.79965,-0.18975276,2,2
2516,-0.173429699,0.218946645,-0.089192231,No,cl,-1.5957005,4.893826,-21.142021,0,2
7002,-0.173362774,-0.122124555,0.122059332,No,lipid,0.8754573,-17.079945,-2.446449,0,2
2136,-0.173332789,0.010386982,-0.109042904,No,calgary,-8.223333,1.0478295,-12.500486,0,2
8153,-0.173256411,-0.126256116,-0.204925373,No,noorchashm,-14.848118,9.701785,-6.0365953,0,2
12136,-0.173241813,-0.226457564,-0.235538769,No,twittersafety,-19.918194,7.9711065,-8.502893,4,2
1763,-0.173238617,-0.120332706,0.640355108,No,biontech,3.376252,-30.604465,-2.1451337,2,2
10385,-0.173229384,0.140241793,-0.260117116,No,scienceupfirst,-11.315297,17.4859,-12.812969,0,2
4009,-0.173210967,-0.341556031,0.678104217,No,efficacy,1.8832889,-28.514425,0.72276765,2,2
9193,-0.173141177,0.080319133,-0.165909802,No,pressing,-16.225195,15.943034,-8.702071,0,2
5599,-0.173128045,-0.25255844,-0.042394402,No,hiding,-26.428911,-2.0787299,-1.8722519,4,2
5366,-0.173064625,-0.00711698,-0.172617324,No,gun,-11.597392,8.847953,-5.4226856,0,2
6768,-0.173031852,-0.189534516,-0.187332491,No,lame,-20.038074,-3.6583111,-0.73190033,0,2
9775,-0.173008482,0.05328266,-0.05379008,No,reflecting,9.229665,1.5011137,-13.542899,0,2
2729,-0.172946675,0.272498105,-0.113680921,No,committed,-3.6900318,5.0226235,-17.302893,0,2
5289,-0.172945423,0.212692862,-0.231056927,No,gray,-1.7839392,10.301916,-14.126918,0,2
9782,-0.172945316,0.039538914,0.084396538,No,refrigeration,3.9851975,-4.023096,-2.7201838,0,2
8555,-0.172892079,0.054236447,0.069794559,No,paid,2.3659642,-12.2191,-25.27545,0,2
7905,-0.172830269,-0.235145983,-0.050140195,No,narrative,-3.3144095,-9.005164,1.084684,4,2
4495,-0.172768706,-0.155982006,-0.203612838,No,failures,-24.719006,-4.34977,-1.8922708,0,2
3308,-0.172763289,-0.13143813,-0.097065112,No,debacle,-15.949329,-11.343254,-4.1462564,0,2
3621,-0.172732881,-0.36389364,0.105792142,No,discovered,-4.9700613,-24.341097,2.5588489,4,2
6063,-0.17269832,-0.038047433,-0.170922365,No,incorrect,-8.602974,3.1388524,-8.478938,0,2
9751,-0.172625324,0.320871226,0.001534119,No,recruit,1.1695042,4.278663,-23.266893,3,2
9947,-0.172563291,0.011208513,-0.081514487,No,rescue,-8.843711,-1.6725575,-16.982718,0,2
1322,-0.172477627,-0.341551825,-0.089941557,No,aspect,-19.326843,-13.049847,-1.0228196,4,2
8872,-0.172427888,0.059356267,0.027277596,No,picard,2.0365682,-1.6740264,-9.556779,0,2
3757,-0.172426851,0.172259067,0.021766089,No,donating,11.807035,-8.112181,-21.569439,0,2
10574,-0.172406825,0.401037912,0.430796273,No,seychelles,18.075457,-9.90268,-13.675778,2,2
6980,-0.172297119,0.336035896,0.350966329,No,limited,24.694036,7.59731,2.26645,2,2
10218,-0.172289397,0.204759537,-0.198414176,No,ryan,-1.5950488,10.76497,-13.662258,0,2
12238,-0.172267662,0.241719156,-0.268757154,No,undertake,-3.4228683,18.687511,-13.075659,0,2
426,-0.172156486,-0.00841605,0.149484241,No,44000,1.082601,-18.736282,-2.1559913,2,2
6938,-0.172110671,-0.457543891,-0.126067206,No,liberals,-27.308483,-6.0493927,2.1873085,4,2
3420,-0.172098031,-0.050175073,0.036887616,No,den,-1.5058831,-14.820377,-4.7226233,0,2
9794,-0.172017134,0.133731388,-0.288706411,No,regarding,-12.846066,23.167425,-14.337358,0,2
727,-0.171999016,0.127423518,-0.004457227,No,acuitas,9.246911,2.1355817,-13.361577,0,2
5161,-0.171994858,0.212826035,0.032375389,No,goi,8.299106,-8.192859,-13.866527,0,2
1054,-0.171973116,-0.049674547,0.040233006,No,analysts,9.464166,-8.218196,-3.3141649,0,2
4866,-0.171953982,-0.44489102,-0.16847096,No,foxnews,-31.09756,-5.0687857,2.3208241,4,2
3220,-0.171818903,-0.164514472,0.152847786,No,cytokine,-1.3319889,-19.736048,4.923574,0,2
4949,-0.171813301,-0.048898333,0.135486163,No,fulfilling,4.4751787,-4.9020524,-8.994724,0,2
5658,-0.171812114,0.208505435,-0.126256167,No,hogan,-5.40341,3.3839428,-14.414807,0,2
10113,-0.171774612,0.300711343,-0.194322462,No,robert,13.091295,7.0430884,-21.817179,3,2
7257,-0.171723282,-0.247954207,0.028235366,No,manipulated,-10.049321,-12.865756,-1.6905257,4,2
1258,-0.171709623,-0.210714262,-0.236067368,No,argument,-19.60132,-0.43529227,-8.564833,0,2
133,-0.171707484,-0.020928492,-0.147125746,No,1935,-1.5090543,6.009872,-10.644459,0,2
3830,-0.171686116,-0.042398196,0.030507189,No,draws,4.257995,-9.251149,-0.5246227,0,2
6273,-0.171633744,0.000192903,-0.259391801,No,interest,-6.1171637,11.83506,-16.000248,0,2
6271,-0.171600183,0.267208561,-0.1890845,No,interactive,-8.27339,21.170134,-9.188508,0,2
4633,-0.171596258,-0.114083631,-0.281988273,No,fiction,-16.174849,9.583034,-8.737086,0,2
9090,-0.171431776,-0.018901588,-0.15507328,No,poverty,-0.5965033,18.033527,-6.495531,0,2
9197,-0.171428894,-0.025719733,-0.159805396,No,pressuring,-24.914593,0.77902985,-2.774098,0,2
1593,-0.171385846,-0.125145817,0.140975384,No,bcg,-2.455896,-15.912547,-8.278374,0,2
12545,-0.171333286,-0.226298837,0.100133227,No,virusstrain,-12.608359,-20.782839,0.7578961,4,2
455,-0.171319809,0.098524387,0.316296474,No,54,14.696807,-13.078849,3.5174704,2,2
9948,-0.171261095,0.044551946,-0.322112385,No,rese,8.400679,10.609149,-22.318352,0,2
4043,-0.171201815,0.008916945,-0.186841828,No,element,-4.8766694,8.069706,-12.4552765,0,2
11222,-0.17119207,-0.34082856,0.598684536,No,stored,3.5755346,-27.629208,0.9678771,2,2
12277,-0.171036909,0.038580569,-0.143507308,No,universal,-9.813511,-1.8767316,-7.4810753,0,2
6427,-0.171008781,0.010945576,-0.208916591,No,jama_current,-12.869934,10.236974,-10.067439,0,2
5136,-0.170974266,-0.04775198,-0.124126492,No,globeandmail,-14.907736,-9.897629,-3.7202327,0,2
2334,-0.170931589,0.314606099,0.005614698,No,certificate,27.622904,6.335411,-11.517283,3,2
3219,-0.170931014,-0.1626763,0.122650115,No,cytodyn,-1.3528178,-18.235395,4.048149,0,2
9759,-0.170838464,0.322532327,-0.024300903,No,reddy,13.309556,3.6620083,-20.36664,3,2
11973,-0.170828195,0.262347774,-0.234724891,No,transfers,-3.4416268,23.93418,-16.37821,0,2
786,-0.170810095,0.073234043,-0.183869638,No,adopt,-3.9715533,7.3097544,-6.227845,0,2
10430,-0.170769254,-0.154003828,-0.196659221,No,script,-19.551048,6.041616,-1.1195678,0,2
6287,-0.17074421,-0.010006074,-0.151660303,No,intervention,-13.034146,4.831833,-18.275383,0,2
9236,-0.170720692,-0.118494203,-0.006947337,No,primeminister,-12.578902,-12.016686,-0.3444673,0,2
6942,-0.17066256,-0.298343819,0.14709662,No,licence,-12.7318535,-14.651994,-2.6789804,4,2
9471,-0.170547272,0.488558709,0.728979481,No,pune,20.734465,-10.28659,-13.023154,2,2
2278,-0.170489677,0.101329088,-0.000793413,No,cbs46,-9.653935,5.577148,-13.125269,0,2
12062,-0.17047181,-0.086670461,-0.085382896,No,trudeaus,-14.28405,-9.69278,-4.3137937,0,2
12329,-0.170387107,-0.24099437,-0.098051265,No,upon,-25.880474,-7.6924644,6.359146,4,2
11030,-0.170325545,0.124041416,-0.118462299,No,sportstalkfla,3.0384774,4.2069616,-8.806164,0,2
12815,-0.170239618,-0.161961311,-0.200974458,No,whiteprivilege,-26.226583,1.0131102,-0.64235735,0,2
7923,-0.170213309,-0.293957304,-0.048503407,No,nationalpost,-17.401947,-15.280352,-3.830471,4,2
760,-0.170127211,-0.226462204,0.481097836,No,adjuvant,7.2843757,-19.238382,3.734138,2,2
11,-0.170006287,0.094752174,0.330647328,No,9,8.659804,-13.34322,-6.4519215,2,2
7975,-0.169995625,-0.079467787,0.03465495,No,necessary,-10.820288,0.962881,-6.9762707,0,2
7658,-0.169921351,0.197369481,0.344627936,No,mla_sudhakar,12.16716,-8.293025,-12.261371,2,2
4180,-0.169884836,-0.092402129,0.223567297,No,enter,11.333457,-14.121694,0.06608538,2,2
5106,-0.16986929,0.037435005,0.005239021,No,gippslandphn,-5.6553073,-3.108068,-3.3764412,0,2
4138,-0.169838339,-0.346091752,0.098965048,No,ends,-14.038612,-18.302492,2.4946516,4,2
6951,-0.16975938,-0.659600155,-0.115871999,No,lies,-16.130598,-11.346917,21.17467,4,2
4725,-0.169728983,-0.033653127,0.191280225,No,flags,1.8510008,-19.254166,9.257176,2,2
3819,-0.169714913,-0.14160293,0.017339655,No,dragging,-15.98133,-7.2695227,-1.9715537,0,2
4206,-0.169693509,-0.137779989,0.133258163,No,epidemic,-10.199895,-22.922205,-0.778351,0,2
4249,-0.169608165,-0.279770745,-0.18065282,No,essexpr,-20.645721,-8.13479,7.8295217,4,2
12953,-0.169524029,-0.247286401,-0.07330279,No,worsening,-7.9355226,-19.532053,-0.3746244,4,2
4503,-0.16951163,-0.185001566,-0.123515137,No,fairness,-15.027523,2.295131,-7.5254917,0,2
4149,-0.169473285,-0.094108078,-0.110104475,No,engaged,-6.929836,-6.668988,-7.024979,0,2
2501,-0.169310622,-0.306325384,0.014707687,No,cite,-6.0495415,-17.857708,10.210809,4,2
5351,-0.169210179,0.205018165,-0.178335877,No,guidance,-3.5071344,3.430816,-25.557194,0,2
8401,-0.169196561,-0.348107251,-0.398533107,No,opinion,-26.035385,-6.1977997,12.222973,4,2
6340,-0.169136109,0.00331394,-0.193076026,No,ippsrforum,-15.616367,11.859422,-1.9257563,0,2
11431,-0.169111956,0.254388653,0.033825594,No,surveys,4.5678887,-4.570726,-19.71495,0,2
318,-0.168963435,0.090949582,-0.403586056,No,2032year,-8.032188,29.870083,-10.689117,0,2
8964,-0.168849237,0.120685067,-0.106414582,No,plumbers,-0.80259687,0.38127616,-15.708061,0,2
7532,-0.16879244,-0.208758427,-0.091962475,No,mice,-4.3575215,-20.073112,3.1493976,0,2
7517,-0.168673206,0.06917818,0.103658831,No,metric,3.385586,-8.982421,-7.1159964,0,2
11435,-0.16857275,-0.048790119,0.011031451,No,survives,-4.419991,-2.5262446,-4.379445,0,2
8323,-0.168431807,-0.22518365,-0.031076932,No,ogen,-5.386173,-16.335453,5.7134833,4,2
5892,-0.16835316,0.104647526,-0.282503511,No,identity,-10.8944845,15.042966,-6.740536,0,2
7926,-0.168336259,0.514128334,0.441611053,No,nationwide,23.789612,-10.595211,-14.201679,2,2
12666,-0.168262402,-0.259910634,-0.248013957,No,warpspeed,-27.561348,0.26331037,4.59208,4,2
12569,-0.168234721,0.079264807,-0.025840709,No,vlog,7.0688305,3.281335,-12.7716055,0,2
4236,-0.168154376,-0.39815883,-0.148012007,No,erinotoole,-24.902752,-10.503269,-0.49225572,4,2
444,-0.168110659,-0.071619511,0.345961915,No,501,8.334645,-16.289673,6.9701724,2,2
6075,-0.168092287,0.328055979,-0.162312446,No,independent,-0.628334,10.580821,-18.953526,3,2
10228,-0.168015711,0.125686273,0.054334908,No,saddened,7.305006,-3.5270028,-14.177621,0,2
11975,-0.167961436,0.05930885,-0.144612504,No,transformation,-7.510685,1.2180736,-12.212589,0,2
9891,-0.167938344,0.201841719,-0.206733031,No,renowned,9.843016,11.699885,-20.716757,0,2
10054,-0.167934566,0.04150124,-0.108899025,No,rgm,-13.897468,-7.0823126,-17.803,0,2
10313,-0.16790259,0.348594641,0.271123,No,satyendarjain,15.334859,-9.872717,-7.0658393,2,2
5645,-0.167868998,-0.142501109,0.318125965,No,hits,5.1491966,-13.029387,1.2603511,2,2
4556,-0.167828115,-0.191321246,-0.101210917,No,fate,-18.238972,-3.735309,-2.253536,0,2
10709,-0.167822348,-0.211333586,-0.225203675,No,sig,-17.466297,-2.0191524,-10.790704,4,2
10058,-0.167736908,0.066214391,-0.026126059,No,rice,4.0237193,-2.3100026,-10.85508,0,2
10589,-0.167723759,-0.058473291,-0.148664816,No,sham,-8.497697,-1.3944209,-11.8043165,0,2
11764,-0.167683935,-0.11706805,-0.251678526,No,thorough,-14.476336,14.23794,-8.573053,0,2
3081,-0.167645062,-0.02147428,-0.179181434,No,craig,-11.693699,0.82556117,-10.209039,0,2
6442,-0.167593063,-0.065774258,0.338981354,No,janssen,3.1686423,-24.53631,-3.6368756,2,2
8572,-0.167550283,0.063465852,0.218111213,No,palestinians,15.173538,-11.742936,-3.6282516,2,2
813,-0.167546112,0.030359752,-0.219468725,No,advising,1.8372921,17.93099,-7.983599,0,2
3585,-0.167477759,0.36119748,-0.052827268,No,dir,10.629036,4.959505,-20.037218,3,2
11405,-0.167477115,-0.235465564,0.068509882,No,surface,-2.5776603,-15.36343,3.8078332,4,2
9479,-0.167440133,-0.134201974,-0.243762286,No,puppet,-22.997217,-3.0800974,-3.1325576,0,2
1451,-0.167350751,-0.004021883,-0.128449952,No,availabl,-9.84355,-2.4250653,-8.202968,0,2
10362,-0.167307399,0.115475267,-0.190456564,No,schedules,-5.7775984,4.911731,-12.65995,0,2
3748,-0.167295555,-0.402613701,-0.089481755,No,dominate,-18.157724,-20.332754,-1.6133916,4,2
10107,-0.167251705,0.13051666,-0.181576175,No,ro,0.98059404,8.254626,-8.639607,0,2
6659,-0.167243145,0.128833187,0.050356424,No,ki,8.448481,-1.6342598,-15.942575,0,2
1408,-0.167197316,0.069307627,0.405378785,No,aug,8.6840315,-12.300618,-3.707197,2,2
6696,-0.166942263,0.176260422,-0.149530541,No,kizzmekia,11.23351,8.235438,-24.474987,0,2
3351,-0.166923003,-0.041712604,0.071456063,No,deemed,-2.0621786,-25.666645,12.399393,0,2
5472,-0.1669198,0.242990283,-0.207800802,No,hassan,10.710698,8.285287,-20.983341,0,2
4488,-0.166878473,-0.178905504,0.034881839,No,faheemyounus,-8.542362,-16.5813,-6.851527,0,2
8263,-0.166815053,-0.066742243,0.051233265,No,obama,-26.258144,0.65410846,-4.84289,0,2
9916,-0.166792677,0.1195719,-0.090190299,No,repost,1.333156,3.2963245,-7.2927504,0,2
2390,-0.166732663,-0.147052478,-0.001919463,No,charts,0.8575636,-11.351441,1.0063559,0,2
12007,-0.166672319,0.283231498,-0.147702025,No,travis,2.855671,9.325153,-14.57148,3,2
11817,-0.166670565,-0.175651797,-0.111290401,No,tier4lockdown,-12.729345,-10.769694,2.5864983,0,2
12466,-0.166666391,-0.05841985,-0.036339569,No,venezuela,-9.036664,-5.012704,-8.606997,0,2
2678,-0.166583241,0.095068541,-0.162629422,No,collecting,-8.804153,7.605178,-14.902731,0,2
10901,-0.16653092,-0.162405135,-0.150108595,No,solve,-20.962187,-7.2141,-4.0212913,0,2
3653,-0.166490373,-0.054219331,0.076728236,No,disparity,12.190842,-10.860745,1.8659626,0,2
10420,-0.166392442,-0.250843734,0.144979358,No,scratch,-0.8663928,-18.616066,6.242942,4,2
9269,-0.166334255,-0.026486505,-0.236163153,No,privacy,-12.771694,9.818509,-9.815523,0,2
7900,-0.166223977,-0.006586091,0.077452705,No,nanoparticle,0.29804036,-18.477467,-3.1913826,0,2
6758,-0.166119601,0.035169011,-0.026567232,No,lag,-6.0500846,1.0382365,-10.6972,0,2
11508,-0.165968382,0.357454348,-0.193793411,No,tahoe,19.358406,9.913477,-13.797512,3,2
6276,-0.16592477,-0.162747241,0.423232186,No,interestingly,-5.2318444,-26.715351,-5.446422,2,2
4264,-0.165891602,0.068388709,-0.269245723,No,ethics,-1.2273521,14.339516,-8.962663,0,2
2389,-0.165809618,-0.130121202,0.154921639,No,chart,6.431024,-11.847226,-1.7199037,0,2
2763,-0.165801475,-0.041304102,0.103270523,No,compares,-5.597347,-10.528176,-6.8216553,0,2
9370,-0.165626792,0.214888781,-0.063167926,No,propose,-1.4737921,3.6366546,-17.220007,0,2
6123,-0.165619459,-0.081875705,0.149976064,No,infe,6.067531,-16.628595,11.1002035,0,2
5983,-0.165587343,-0.374209835,0.032915612,No,impeachment,-32.034416,-3.1778736,-0.9925244,4,2
1674,-0.165560358,0.103840703,-0.147935669,No,bend,-1.4174147,8.22383,-9.002687,0,2
6250,-0.165555325,-0.14200678,-0.032412615,No,insurrection,-27.457846,-1.7495257,-0.7805949,0,2
6412,-0.165548525,-0.239432465,-0.234699325,No,jack,-17.996187,2.836317,-0.43263382,4,2
9871,-0.165368368,0.20786739,-0.145229981,No,remarks,4.47426,3.0331364,-11.601623,0,2
12284,-0.165355445,-0.197612888,-0.010248906,No,unlicensed,-9.339075,-22.357187,-9.174069,0,2
4948,-0.165235445,-0.167165092,0.141407775,No,fulfill,2.7329473,-12.4450865,-12.995508,0,2
11389,-0.165119462,-0.442020674,-0.126171624,No,supporters,-28.00719,-5.637514,1.9935131,4,2
6559,-0.165084858,0.099728507,-0.174429924,No,jr,5.3020377,8.516502,-14.147011,0,2
12184,-0.165083306,-0.347257881,-0.047252363,No,ukgovernment,-13.597677,-12.377134,3.5232105,4,2
5453,-0.165070235,-0.434794212,-0.105495804,No,harmful,-10.462852,-20.83919,10.207409,4,2
5730,-0.165062188,-0.151515434,0.377876323,No,hospitalisations,9.8405905,-17.959562,7.6217713,2,2
12375,-0.164956172,0.297808914,-0.08405829,No,utahs,1.3032469,4.870763,-20.397251,3,2
689,-0.164952507,-0.028075778,-0.139517588,No,achievements,1.9197351,0.7135263,-11.439748,0,2
11141,-0.16491385,-0.178019653,0.306300968,No,stats,5.090872,-16.851734,8.032151,2,2
9838,-0.16485394,-0.14328049,-0.191807108,No,relationships,-17.425154,-19.206028,-5.9718833,0,2
2694,-0.164812681,-0.44688318,0.089541091,No,colours,-18.006529,-15.630588,-0.1012582,4,2
5204,-0.164780456,-0.059370633,0.104378008,No,goverment,3.4948952,-7.1999445,-9.9637165,0,2
12012,-0.164761306,-0.313488433,-0.103402156,No,treat,-8.753468,-23.433214,11.552125,4,2
10377,-0.164748419,0.032539963,-0.290204897,No,scicomm,-12.350399,14.050184,-14.136162,0,2
12514,-0.164747925,0.114353939,-0.036451437,No,vijayabaskarofl,4.634305,-1.9572407,-11.512547,0,2
4000,-0.164736249,0.026371849,-0.042110169,No,effecti,-1.9756435,-26.026115,-5.435374,0,2
5631,-0.164677056,-0.144950976,-0.163397396,No,hiphop,-10.043162,-6.0443134,4.381023,0,2
2671,-0.164672943,0.253120398,-0.218188294,No,collaborative,-3.944762,20.103306,-16.608011,0,2
7100,-0.164630811,-0.244785442,-0.158403605,No,loot,-20.813267,-6.891162,0.5939672,4,2
9012,-0.164562914,-0.139239035,-0.044867848,No,politicizing,-5.9638658,-6.035427,2.7946866,0,2
1725,-0.164496022,-0.231626928,-0.189168299,No,bidenharris,-28.829151,-1.1602961,1.1421062,4,2
2192,-0.164452163,-0.062351684,-0.097226555,No,capitolriot,-4.5703554,-8.317712,-1.1733409,0,2
2788,-0.164335277,0.106429207,0.001035975,No,completes,3.9158363,1.3829054,-13.4483,0,2
12196,-0.164300435,-0.102360314,-0.037268025,No,ultimately,-11.816785,-3.0953355,-5.4414845,0,2
759,-0.16410218,0.055609399,-0.061427495,No,adjusts,13.219931,1.6217448,-1.6566496,0,2
1595,-0.16404392,0.006749751,-0.105513775,No,bcs,-7.4800673,4.3340936,-11.776764,0,2
11530,-0.164024398,0.150914546,0.611795964,No,tally,17.13458,-16.35653,6.722975,2,2
6958,-0.163954918,-0.072360603,-0.155651787,No,lifestyle,-8.379154,11.38586,-9.192473,0,2
11013,-0.163920354,0.041728143,-0.033204964,No,spoil,3.5209122,3.9076548,-9.741922,0,2
10017,-0.163848023,-0.045584928,0.150822218,No,resumed,2.8338594,-21.183538,-6.4995346,0,2
8887,-0.163796137,-0.467641637,0.349438538,No,pigs,1.1846762,-25.931038,8.457042,4,2
5598,-0.163685601,-0.337977793,-0.109585793,No,hide,-15.535094,-14.903439,6.3657184,4,2
11804,-0.163665103,0.053494359,-0.179154636,No,thursdayvibes,-0.5374229,6.763274,-10.447115,0,2
5556,-0.163659108,-0.25135925,-0.132579799,No,helenbranswell,-11.689086,2.060366,2.7210364,4,2
8891,-0.163646271,0.442245922,0.148678742,No,pilot,12.592917,-2.776693,-14.729303,3,2
9355,-0.163641782,0.028610356,-0.203534322,No,promotion,-9.352896,8.580997,-6.0420957,0,2
4007,-0.163550393,0.029727503,-0.018918693,No,effic,-0.17537187,-20.68303,-3.2217631,0,2
8819,-0.163538867,-0.009138541,-0.022223338,No,pharmaceuticals,-15.751916,-8.663294,-5.2528296,0,2
12324,-0.163482284,0.072440814,-0.117878696,No,upgraded,-2.6162398,5.2726784,-5.363058,0,2
12345,-0.163457975,-0.320000464,-0.221263889,No,urgency,-21.235361,-11.146486,6.794617,4,2
8050,-0.163435028,0.1302538,-0.079357278,No,newstalkflorida,3.1554348,3.834001,-8.623775,0,2
11121,-0.163413636,0.062553057,-0.148589456,No,statebystate,-8.952563,5.580649,-12.066826,0,2
11596,-0.163290278,0.050571962,-0.111245346,No,technological,-3.8874266,5.7374773,-7.21046,0,2
1190,-0.163283677,-0.166413478,0.249821164,No,appeared,-0.015140691,-20.220978,5.0744505,2,2
12541,-0.163247095,-0.047208197,0.219470622,No,virusindia,2.6616938,-12.341831,-9.838766,2,2
11298,-0.163163486,0.159977707,-0.105059326,No,submission,3.972661,3.467324,-7.9255095,0,2
1463,-0.16308837,-0.032630216,0.188999216,No,awaited,5.0383506,-11.383958,-5.523633,2,2
3375,-0.163057453,0.173980476,0.039123145,No,del,9.16878,1.249912,-10.789558,0,2
8484,-0.163050395,0.073665415,-0.113035329,No,outlining,-12.096836,10.750485,-12.789264,0,2
6107,-0.163046633,-0.172877003,0.094122572,No,induces,-1.7785443,-20.386467,5.0823956,0,2
1030,-0.162952947,0.161110639,-0.086641839,No,amermedicalassn,5.688521,3.623903,-17.499123,0,2
4200,-0.162811159,0.008470125,0.054980215,No,enzolytics,9.706419,-8.49926,-1.117738,0,2
573,-0.162798678,-0.359087607,0.126406449,No,9999,-8.75081,-18.936865,2.9140222,4,2
8588,-0.162673748,-0.174647006,-0.191529969,No,pandemics,-16.75022,4.5553355,-5.833117,0,2
2978,-0.162515626,0.159806343,-0.228690603,No,corbett,11.184773,8.301079,-24.317839,0,2
7575,-0.162492608,0.389118103,0.273034233,No,milestones,16.490417,-8.662769,-5.752767,2,2
5280,-0.162480754,-0.251865892,0.076915817,No,graph,-11.77569,-16.993702,1.6065385,4,2
4714,-0.162459396,-0.108383359,-0.170068415,No,fitness,-18.860823,4.874621,-16.62291,0,2
2021,-0.16244972,-0.027507603,0.016809503,No,broader,-5.5869923,-10.56118,-6.724785,0,2
6067,-0.162296483,0.053653689,0.152970477,No,increasing,28.603838,9.672158,13.214718,2,2
3616,-0.162228706,-0.264785304,-0.163822766,No,disclose,-25.226904,-5.3116603,5.6693654,4,2
2830,-0.162142478,0.419365648,0.54381411,No,conducted,23.205688,-6.444997,-7.711657,2,2
3704,-0.162123319,0.183079135,-0.064292151,No,division,8.4369545,4.1931267,-12.108202,0,2
12427,-0.162088235,0.220521549,-0.398220133,No,valuable,-9.86666,19.51815,-15.040521,0,2
6537,-0.162041896,-0.056064845,-0.225563869,No,jonashworth,-19.552319,-3.319631,-5.2037954,0,2
12304,-0.161946875,-0.375363695,-0.060031972,No,untested,-10.545163,-20.69157,11.725773,4,2
10059,-0.161866102,-0.283554653,0.108021574,No,rich,0.26198488,-14.265706,-26.210005,4,2
8601,-0.161828524,0.130376757,-0.150984263,No,parade,8.317491,5.366894,-12.353778,0,2
9282,-0.161826984,-0.189135336,0.037441647,No,problematic,-6.1667113,-17.632227,3.1705923,0,2
7691,-0.161812436,-0.231248208,-0.242558176,No,modify,-18.636673,7.4680624,-7.6362433,4,2
4063,-0.161796788,-0.353562964,-0.118182816,No,elonmusk,-15.633186,-12.027522,6.6692753,4,2
3501,-0.161741373,0.027482932,0.27879419,No,determi,-3.2335548,-25.491152,-15.607183,2,2
